artists,title,points,pos,max_pos,year_released,year_charts,weeks_top10,title_spotify,artist_spotify,id_spotify,match_score,image,tags
Tony Christie,(Is This The Way To) Amarillo,7,57,5,1971,1971,1,(Is This The Way To) Amarillo,Tony Christie,3FJ3wfXtlXhY4a11OnwXHf,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b27353eb0fe7f9bd3835686247dd,"['70s', 'pop', 'oldies', 'top song radio', 'party']"
Bruce Low,Noah,7,58,5,1971,1971,1,Noah,Bruce Low,2JyXGVTGdFKemRCL4Dr4vq,1.0,https://i.scdn.co/image/ab67616d0000b2730a8f70393e0de749f60db032,"['Schlager', 'Deutsche Schlager', 'oldies', 'deutsch', 'bruce low']"
Michael Holm,Wie der Sonnenschein (Shalala Oh Oh),6,59,9,1970,1971,2,Wie der Sonnenschein (Shalala oh oh),Michael Holm,7jyE0xoahm8QcY9GWFky2o,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b2736c1ed9aaaf42d993ed73c493,"['Schlager', '70s', '1970', 'Michael Holm']"
Martin Mann,Meilenweit,6,60,8,1971,1971,2,Meilenweit - 23,"Oliver Thomas, Martin Mann",2GNnzFQFMCh7S088vDAMhz,0.8668873906135559,https://i.scdn.co/image/ab67616d0000b2739e0de28a2949c50d06bf2b67,"['Schlager', '70s and 75 Deutsch', '70s', 'deutsch', '1971']"
Deep Purple,Strange Kind Of Woman,6,61,8,1971,1971,2,Strange Kind Of Woman,Deep Purple,0Q56LPrOBBRbh0XfyqbhXR,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27325b36a6170824fefd38d337e,"['hard rock', 'classic rock', 'rock', 'deep purple', '70s']"
Paul McCartney,Another Day,6,62,6,1971,1971,1,Another Day,Paul McCartney,1UYjnorzhqYAaRGrdaR8Nb,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27354c5b44fb18030a3385c7b88,"['70s', 'paul mccartney', 'classic rock', 'soft rock', 'pop']"
Don Fardon,Indian Reservation,5,63,9,1970,1971,2,Indian Reservation,Don Fardon,5AbSwzYy3qnFRfpMftldgJ,1.0,https://i.scdn.co/image/ab67616d0000b27383e6862d0b64b554f6a22998,"['oldies', 'rock', '70s', 'native american', 'Indian reservation']"
Ramona,Alles was wir woll'n auf Erden,4,64,8,1971,1971,1,Alles was wir woll'n auf Erden,Ramona,31JZes2AaBzYrGiwZEcDo0,1.0,https://i.scdn.co/image/ab67616d0000b273aa5d33598f4327eed26f81af,['Schlager']
T.Rex,Jeepster,3,65,9,1971,1971,1,Jeepster,Mickey Finn's T-Rex,4tl9HYLKfPm27wKCNHzdfi,0.8749889910221099,https://i.scdn.co/image/ab67616d0000b273ed8746e933d496852c5db460,"['glam rock', '70s', 'classic rock', 'rock', 'glam']"
Ricky Shayne,Mamy Blue,2,66,10,1971,1971,1,Mamy Blue,Ricky Shayne,3EYY5OEhQA09eESYFOaJuH,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b273525f5ecc9291e2dcf6ea6380,"['Schlager', 'deutsch', 'Deutsche Schlager', '70s', '70er']"
New World,Tom-Tom Turnaround,2,67,10,1971,1971,1,Tom Tom Turnaround,New World,3AEwvr6dn7XBOMqUILgIg8,0.8399361312389373,https://i.scdn.co/image/ab67616d0000b27302b2946185f532167bae29f3,['one star tracks']
Mireille Mathieu,Der Pariser Tango,2,68,10,1971,1971,1,Der Pariser Tango,Mireille Mathieu,4obOqJIKK0ftNzXftTNMZC,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2738fc97852915620eff865df11,"['Mireille Mathieu', 'Schlager', 'Deutsche Oldies', 'tango', 'chanson francaise']"
Waldo De Los Rios,Mozart Symphony No. 40 Kv. 550,2,69,10,1971,1971,1,"Mozart: Symphony No. 40 in G Minor, K. 550: I. Allegro moderato","Wolfgang Amadeus Mozart, Waldo De Los Ríos, Orquesta Manuel de Falla",0PO67Uj5YFRPY4GRotHNWf,0.7161102831363677,https://i.scdn.co/image/ab67616d0000b27336c990d64844cd83f58dd3b4,
Karel Gott,Einmal um die ganze Welt,2,70,10,1970,1971,1,Einmal um die ganze Welt,Karel Gott,1RwCjVqFdVtz0YJKMdyIlp,1.0,https://i.scdn.co/image/ab67616d0000b27378de2d840da99c6bd7174701,"['Schlager', 'Deutsche Schlager', 'karel gott', '70s and 75 Deutsch', 'perlen deutschsprachiger popmusik']"
Chris Roberts,Mein Name ist Hase,2,71,10,1971,1971,1,Mein Name ist Hase,Chris Roberts,5HCZikHuU1BTr0SRnCmg26,1.0,https://i.scdn.co/image/ab67616d0000b27378a7e05cf41974696fc86656,"['Schlager', 'Chris Roberts', 'Deutsche Oldies', 'german', '70s and 75 Deutsch']"
Vicky Leandros,Ich hab' die Liebe geseh'n,213,1,2,1972,1972,18,Ich hab' die Liebe geseh'n,Vicky Leandros,6VE0HO2evoyQJ8W9eLDLmP,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27320ed219fde31db45bb76f42f,"['Schlager', 'VICKY', 'Deutsche Oldies', 'romantic', 'Deutsche Schlager']"
Mouth & Mcneal,Hello-A,209,2,1,1972,1972,17,Hello-A,Mouth & MacNeal,3hk6H3oScaPz8YFTkNSutS,0.9617117524147032,https://i.scdn.co/image/ab67616d0000b273f3802d76c64a616082743b5a,"['70s', 'oldies', 'party', 'fun', 'dutch']"
Windows,How Do You Do,195,3,1,1972,1972,15,How Do You Do,Windows,7qe71NzglC4anMNuKcWh5j,1.0,https://i.scdn.co/image/ab67616d0000b273bd05ae232556050b63656299,"['pop', '70s', 'cool', '1972']"
Christian Anders,Es fährt ein Zug nach Nirgendwo,177,4,1,1972,1972,19,Es fährt ein Zug nach nirgendwo,Christian Anders,5bedPSJi070b7uymPRBTHx,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27397ed89315b48c16e91e76c1a,"['Schlager', 'Deutsche Schlager', 'Christian Anders', '70er Schlager', 'german']"
Sweet,Wig-Wam Bam,173,5,1,1972,1972,11,Wig Wam Bam,Sweet,1rC4qPMZkxNeWzAlsG0dFH,0.9201351881027222,https://i.scdn.co/image/ab67616d0000b2734027ab25f74aa32da7f7a9ea,"['glam rock', '70s', 'rock', 'oldies', 'glam']"
Juliane Werding,Am Tag als Conny Kramer starb,162,6,1,1972,1972,14,"Am Tag, als Conny Kramer starb",Juliane Werding,5xWGpcvb1q6N1IIJwtDNRF,1.000000149011612,https://i.scdn.co/image/ab67616d0000b273fea1a0a47bc8bb281818c165,"['Schlager', 'deutsch', 'german', 'female vocalists', 'Deutsche Schlager']"
Daniel Boone,Beautiful Sunday,161,7,1,1972,1972,14,Beautiful Sunday,Daniel Boone,6DqNZJ4hhBYd8qj9WbpSTJ,1.0,https://i.scdn.co/image/ab67616d0000b273df25a03a62f70440e7b3ffb4,"['70s', 'pop', 'oldies', 'oldie', 'beautiful sunday']"
Middle Of The Road,Sacramento (A Wonderful Town),159,8,1,1972,1972,17,Sacramento (A Wonderful Town),Middle Of The Road,6hAUzkpIfh81JFJFq72iVN,1.0,https://i.scdn.co/image/ab67616d0000b273ef7911ae6ab0ee0b7f420220,"['pop', '70s', 'oldies', 'british', 'Scottish']"
Bata Illic,Michaela,158,9,1,1972,1972,15,Michaela,Bata Illic,2yvm5QDnxQ6ST3Qp4spW90,1.0,https://i.scdn.co/image/ab67616d0000b2737b19eaed32492d0dcdd14293,"['Schlager', 'Deutsche Schlager', 'bata illic', '70er', 'german']"
Tony Marshall,Komm gib mir deine Hand,157,10,1,1971,1972,18,Komm gib mir deine Hand,Tony Marshall,7d7CrztpZG7NGb0b2Td5DA,0.9999999821186064,https://i.scdn.co/image/ab67616d0000b273236ccff2f00fccd34e7191ed,"['Schlager', 'party', '70s and 75 Deutsch', 'Deutsche Schlager', 'ulubione']"
Tony Christie,(Is This The Way To) Amarillo,149,11,1,1971,1972,12,(Is This The Way To) Amarillo,Tony Christie,3FJ3wfXtlXhY4a11OnwXHf,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b27353eb0fe7f9bd3835686247dd,"['70s', 'pop', 'oldies', 'top song radio', 'party']"
Middle Of The Road,Samson And Delilah,139,12,2,1972,1972,17,Samson And Delilah,Middle Of The Road,4FUNMAuSJbxKI6vnpWtajt,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273ef7911ae6ab0ee0b7f420220,"['70s', 'oldies', 'Middle of the road', 'pop', 'Scottish']"
Daisy Door,Du lebst in deiner Welt (Highlights Of My Dream),134,13,1,1971,1972,10,Du lebst in Deiner Welt,Daisy Door,4FJdmvqi9vuQhlTpgpfNEi,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b2730e41d2c1326eabadad3bb1f4,[]
Jürgen Marcus,Eine neue Liebe ist wie ein neues Leben,130,14,2,1972,1972,15,Eine neue Liebe ist wie ein neues Leben,Jürgen Marcus,0oH9kW4faMsq9YgRYirgD0,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2731fefc8af755dfedf7ad28677,"['Schlager', '70s', 'party', 'Deutsche Schlager', 'deutsch']"
Hot Butter,Popcorn,130,15,1,1972,1972,14,Popcorn,Hot Butter,45aoC0yE3RZGWz5QPb41M1,1.0,https://i.scdn.co/image/ab67616d0000b273875a39cfc850fc14a680d611,"['electronic', 'instrumental', '70s', 'pop', 'electronica']"
Sweet,Poppa Joe,126,16,3,1972,1972,15,Poppa Joe,Sweet,1GyQrKyK660LcFW1iPnneq,1.0,https://i.scdn.co/image/ab67616d0000b2734027ab25f74aa32da7f7a9ea,"['70s', 'glam rock', 'rock', 'oldies', 'pop']"
Sweet,Little Willy,115,17,1,1972,1972,14,Little Willy,Sweet,5yGYWR0ZTgaQbjQVq1FFbW,1.0,https://i.scdn.co/image/ab67616d0000b27354975743a833564eb1394a94,"['70s', 'glam rock', 'classic rock', 'rock', 'fun']"
T.Rex,Metal Guru,97,18,1,1972,1972,12,Metal Guru,"Marc Bolan, T. Rex",063IJQL27sztImRUWrgzXU,0.8179355412721634,https://i.scdn.co/image/ab67616d0000b273851b597432b08bce0a067c4b,"['glam rock', '70s', 'classic rock', 'rock', 'glam']"
Middle Of The Road,Bottom's Up,91,19,2,1972,1972,10,Bottoms Up,Middle Of The Road,1sRkJcjz4oV3mRxytBHvfS,1.0,https://i.scdn.co/image/ab67616d0000b273ef7911ae6ab0ee0b7f420220,"['70s', 'pop', 'Middle of the road', 'bottoms up', 'PUSSYCAT']"
Pop Tops,Mamy Blue,84,20,1,1971,1972,7,Mamy Blue,Pop Tops,2J2AJWcgkqC3nevR2Cx4u0,1.000000202655792,https://i.scdn.co/image/ab67616d0000b2730e71f13c376d31de7c6f310c,"['pop', '70s', 'nostalgia', 'chill', 'rock']"
Ulli Martin,Ich Träume mit offenen Augen von dir,76,21,3,1971,1972,11,Ich träume mit offenen Augen von dir,Ulli Martin,29DrX9UgVN4LGXWZb9I5jz,1.0,https://i.scdn.co/image/ab67616d0000b273afc435171d04f35ce5a27ce8,"['Deutsche Oldies', 'Deutsche Schlager', 'romantic', 'volksmusik', '1971']"
The Cats,Let's Dance,66,22,3,1972,1972,14,Let's Dance,The Cats,10lp8wOTOXXwYBwYNIQjyc,1.0,https://i.scdn.co/image/ab67616d0000b273f1fe940df271007f773cf804,"['oldies', '70s', 'pop', '60s', 'dutch']"
Heino,Blau blüht der Enzian,64,23,2,1972,1972,7,Blau blüht der Enzian,Heino,7LHEQq3Xy7brogiqnXsT4L,1.0,https://i.scdn.co/image/ab67616d0000b273e097a92d37010070befd19b8,"['Schlager', 'heino', 'volksmusik', 'german', 'deutsch']"
Middle Of The Road,Soley Soley,61,24,2,1971,1972,9,Soley Soley,Middle Of The Road,2IVTCxCOep6160PgHIOrPy,0.9999999582767488,https://i.scdn.co/image/ab67616d0000b273c297f5f0a0b63ad187f9a7f0,"['70s', 'oldies', 'pop', 'Middle of the road', 'oldie']"
Les Humphries Singers,Mexico,60,25,2,1972,1972,9,Mexico,Les Humphries Singers,0lLQ5Bgf2hAg8TU33xoiGX,0.9999999821186064,https://i.scdn.co/image/ab67616d0000b27353f7221dba5efbe426cd2b68,"['70s', 'oldies', 'pop', '1972', 'fun']"
T.Rex,Children Of The Revolution,59,26,4,1972,1972,11,Children Of The Revolution,Mickey Finn's T-Rex,6QnerdE1xfEFOUMubzCxgK,0.8749889075756072,https://i.scdn.co/image/ab67616d0000b273ed8746e933d496852c5db460,"['glam rock', 'classic rock', '70s', 'rock', 'glam']"
T.Rex,Jeepster,58,27,3,1971,1972,10,Jeepster,Mickey Finn's T-Rex,4tl9HYLKfPm27wKCNHzdfi,0.8749889910221099,https://i.scdn.co/image/ab67616d0000b273ed8746e933d496852c5db460,"['glam rock', '70s', 'classic rock', 'rock', 'glam']"
Tony Marshall,Schöne Maid,57,28,3,1971,1972,11,Schöne Maid,Tony Marshall,2izcgHVUUl6tWXCjx2XivM,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273236ccff2f00fccd34e7191ed,"['Schlager', 'deutsch', 'party', 'german', 'gute laune sonnendeck']"
Tony Christie,Don't Go Down To Reno,51,29,5,1972,1972,10,Don't Go Down To Reno,Tony Christie,0WF1hkAPWLX9Zwl4yt2k3x,1.0,https://i.scdn.co/image/ab67616d0000b27302f7269c9927850f61b1d7c7,"['pop', '70s', 'oldies', '70s and 75s', '1972']"
Gary Glitter,"Rock & Roll, Part 2",48,30,4,1972,1972,8,Rock & Roll Part 2,Gary Glitter,17ebcNznhPl7yf8zCfsNV8,1.0,https://i.scdn.co/image/ab67616d0000b2730a80d9a18e73dffcd033e9f6,"['RockPop', 'glam rock', 'test', '70s', 'quinten painter']"
The Cats,One Way Wind,44,31,4,1971,1972,12,One Way Wind,The Cats,2TUGqSnkaIQylLanv1UWBr,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27329a45e4208ae821ec0cfd03b,"['oldies', '60s', 'pop', '70s', 'Love']"
The New Seekers,"Beg, Steal Or Borrow",44,32,5,1972,1972,9,"Beg, Steal Or Borrow",The New Seekers,0oIL0V8acWjmUDs79Uiqsz,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273cf920e39bf6a32738cd04395,"['oldies', '70s', 'pop', 'Eurovision', 'Eurovision Song Contest']"
The Spotnicks,If You Could Read My Mind,39,33,2,1972,1972,6,If You Could Read My Mind,The Spotnicks,6Vops0Mxp2LQDgIW6Dj6TL,0.9999999821186064,https://i.scdn.co/image/ab67616d0000b27388251c082b673d4af7bbc82b,"['instrumental', 'oldies', '1972', '70s and 75s', 'ed-hits']"
Neil Diamond,Song Sung Blue,37,34,6,1972,1972,8,Song Sung Blue,Neil Diamond,57KfogSy3eKuk5JHLKwCJv,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2736092ac99aa00b2918ce33ec7,"['70s', 'oldies', 'Neil Diamond', 'pop', 'singer-songwriter']"
T.Rex,Telegram Sam,37,35,4,1972,1972,6,Telegram Sam,"Marc Bolan, T. Rex",767RO9LOCKBHNusU2VzgvR,0.817935624718666,https://i.scdn.co/image/ab67616d0000b273851b597432b08bce0a067c4b,"['glam rock', 'rock', 'classic rock', '70s', 'glam']"
Springwater,I Will Return,36,36,3,1971,1972,6,I Will Return,Springwater,4Hhf0N6tH0pKYI0zvF0eOA,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b2735b812468273554859f267a98,"['instrumental', 'oldies', 'classic rock', 'guitar', 'iwillreturn']"
Roy Black & Anita,Schön ist es auf der Welt zu sein,35,37,3,1971,1972,5,Schön ist es auf der Welt zu sein,"Roy Black, Anita",4rC8PZ7ISEUecMSd5OWeiP,1.0,https://i.scdn.co/image/ab67616d0000b273038c21fc378a57b9e1a959be,"['Schlager', 'german', 'deutscher schlager', 'deutsch', 'Deutsche Oldies']"
Mouth & Mcneal,How Do You Do,33,38,5,1972,1972,6,How Do You Do?,Mouth & MacNeal,4qgDCtaU8qTHK529Dt5AZ2,0.9617117524147032,https://i.scdn.co/image/ab67616d0000b273ac31509694bc7d7b46daed64,"['70s', 'pop', 'easy listening', 'oldies', 'dutch']"
Marianne Rosenberg,Er ist nicht wie du,30,39,5,1972,1972,7,Er ist nicht wie Du,Marianne Rosenberg,3k50llkHm6TGNASeN0qOFY,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27311456f533eb7648f5f169c6a,"['Schlager', 'deutsch', 'Marianne Rosenberg', '70s', 'deutschsprachig']"
Neil Young,Heart Of Gold,28,40,6,1972,1972,7,Heart of Gold,Neil Young,26QKxvjlCo2fSd3T4c8Zpb,1.0,https://i.scdn.co/image/ab67616d0000b2730940e6b24f977f68b5fc35d1,"['classic rock', 'folk rock', 'rock', 'singer-songwriter', 'folk']"
Hawkwind,Silver Machine,26,41,6,1972,1972,7,Silver Machine,Hawkwind,2Cdto5zew97V6xF6paKJw9,1.0,https://i.scdn.co/image/ab67616d0000b273bc4851b07eb84a37d49389f7,"['Progressive rock', 'Psychedelic Rock', 'rock', 'space rock', 'classic rock']"
Wum's Gesang (Loriot),Ich wünsch mir 'ne kleine Miezekatze,24,42,4,1972,1972,4,Ich wünsch' mir 'ne kleine Miezekatze,Wum's Gesang,3LE0oKAZ8PCHIHjrsZ5IRg,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2736bc55bed899fb4293ebcd246,
Alice Cooper,Elected,23,43,3,1972,1972,3,Elected,Alice Cooper,6avV0X27a8FKFbX8JOdHbc,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b27362d518c1151a93e2cf7c2b22,"['hard rock', 'classic rock', 'rock', 'glam rock', '70s']"
Alice Cooper,School's Out,20,44,5,1972,1972,6,School's Out,Alice Cooper,5Z8EDau8uNcP1E8JvmfkZe,0.9999999403953552,https://i.scdn.co/image/ab67616d0000b2738bd7862946837e32f4a992db,"['classic rock', 'hard rock', 'rock', '70s', 'Alice Cooper']"
Barry Ryan,Zeit macht nur vor dem Teufel halt,14,45,8,1972,1972,5,Zeit macht nur vor dem Teufel halt,Barry Ryan,7ziGcJpCUtBe6uAjuBuUEV,1.0,https://i.scdn.co/image/ab67616d0000b273c0011caa0d33741f1b895657,"['70s', 'Schlager', 'oldies', 'german', 'pop']"
Ricky Shayne,Mamy Blue,14,46,7,1971,1972,4,Mamy Blue,Ricky Shayne,3EYY5OEhQA09eESYFOaJuH,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b273525f5ecc9291e2dcf6ea6380,"['Schlager', 'deutsch', 'Deutsche Schlager', '70s', '70er']"
Bruce Low,Noah,13,47,5,1971,1972,2,Noah,Bruce Low,2JyXGVTGdFKemRCL4Dr4vq,1.0,https://i.scdn.co/image/ab67616d0000b2730a8f70393e0de749f60db032,"['Schlager', 'Deutsche Schlager', 'oldies', 'deutsch', 'bruce low']"
Les Humphries Singers,We Are Goin' Down Jordan,12,48,8,1971,1972,4,We Are Goin' Down Jordan,Les Humphries Singers,34fbF1iBkX9iSMiGUAibDv,0.9999999821186064,https://i.scdn.co/image/ab67616d0000b27353f7221dba5efbe426cd2b68,"['1971', 'oldies', 'the best', '70s and 75s', 'Favorits']"
Pop-Corn Makers,Pop-Corn,12,49,7,1972,1972,3,Popcorn,"Jack Holiday, Mike Candys",45oNCKw6HlOzhC0kKWqF23,0.8113792300224304,https://i.scdn.co/image/ab67616d0000b2734436fdb3ffdd243a0f81a7b9,[]
Dr. Hook & The Medicine Show,Sylvia's Mother,10,50,9,1972,1972,4,Sylvia's Mother,Dr. Hook,4hLk7Bjz1XJWNDiqovvgBW,0.9495125830173492,https://i.scdn.co/image/ab67616d0000b273adea90eb5e83ba3a45c39ed4,"['70s', 'classic rock', 'oldies', 'rock', 'pop']"
Can,Spoon,10,51,6,1972,1972,2,Spoon,CAN,4bxRXojTBYrk1dbepAxRlb,1.0,https://i.scdn.co/image/ab67616d0000b273f1eb13c30add693c7157f78a,"['krautrock', 'Progressive rock', 'experimental', 'psychedelic', 'german']"
Lieutenant Pigeon,Mouldy Old Dough,8,52,9,1972,1972,3,Mouldy Old Dough,Lieutenant Pigeon,1CRtPEP5cePJIhlsjvwj8F,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273ede79fd6fa9eaf8b38817f34,"['oldies', '60s', 'instrumental', 'pop', 'One Hit Wonders']"
Chris Roberts,"Hab' ich dir heute schon gesagt, daß ich dich liebe",8,53,7,1971,1972,2,"Hab' ich dir heute schon gesagt, dass ich dich liebe?",Chris Roberts,6sk4AbbAdUyNymh2tOdpe9,0.9999999165534972,https://i.scdn.co/image/ab67616d0000b27331d6dc29374f7580138a48d6,"['Schlager', 'Deutsche Schlager', 'Deutsche Oldies', 'nostalgie', '70s']"
Slade,Take Me Back 'Ome,6,54,10,1972,1972,3,Take Me Bak 'Ome,Slade,6ZrvbIh78RvF4k6q104xun,0.8069954454898834,https://i.scdn.co/image/ab67616d0000b273890e04793cf24cfc7ebfb3b7,"['classic rock', 'rock', 'catchy', 'fantastic', 'glam']"
Chris Roberts,Hab' Sonne im Herzen,6,55,9,1972,1972,2,Hab' Sonne im Herzen,Chris Roberts,66UivSwkDKLaVQ3n6APUrM,1.0,https://i.scdn.co/image/ab67616d0000b273a1c8aeeeed88bfac0a4be3a1,"['Schlager', '70s', 'deutsch', 'oldies', 'Deutsche Schlager']"
Slade,Mama Weer All Crazee Now,6,56,6,1972,1972,1,Mama Weer All Crazee Now,Slade,081bb87xKf61k6xPdB02cH,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b2738bf76cdf0ae23fb10837664c,"['glam rock', '70s', 'classic rock', 'rock', 'Slade']"
Mireille Mathieu,Akropolis adieu,5,57,9,1971,1972,2,Akropolis Adieu,Mireille Mathieu,5mmuzYKRWwpgsUNxhMg2ZW,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2734cddf188d5b825ad6fce21c6,"['Schlager', 'Mireille Mathieu', 'francais', 'Deutsche Schlager', 'Deutsche Oldies']"
Freddy Breck,Überall auf der Welt,5,58,7,1972,1972,1,Überall auf der Welt,Freddy Breck,6JfzcONb9AVfwwRYLcKmtF,1.0,https://i.scdn.co/image/ab67616d0000b273cd2c4c7b10a1dcb23f2c2383,"['german', 'Classical', 'Schlager', 'best', '70s and 75 Deutsch']"
Rex Gildo,Fiesta Mexicana,4,59,8,1972,1972,1,Fiesta Mexicana,Rex Gildo,1rN5NmqLUBwAlacJreDnR9,1.0,https://i.scdn.co/image/ab67616d0000b2737991fdde0d44442e380479c9,"['Schlager', 'party', 'Deutsche Schlager', 'german', 'deutsch']"
Don Mclean,American Pie (Part I),3,60,9,1972,1972,1,American Pie,Don McLean,1fDsrQ23eTAVFElUMaf38X,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2730085dd4362653ef4c54ebbeb,['oldies']
Slade,Coz I Luv You,3,61,9,1971,1972,1,Coz I Luv You,Slade,5F3LF68tJIbSlVRnLNsAvx,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b273890e04793cf24cfc7ebfb3b7,"['glam rock', '70s', 'classic rock', 'rock', 'Slade']"
Imca Marina,Viva Espana,2,62,10,1972,1972,1,Viva España,Imca Marina,5ydkaKdKcvcVIzGvOd1KG1,1.0,https://i.scdn.co/image/ab67616d0000b273b19af3a0205149a99892eab6,"['Schlager', 'german', 'deutsch', 'deutscher schlager', 'oldies']"
Ulli Martin,Du mußt nicht weinen,2,63,10,1972,1972,1,Du musst nicht weinen,Ulli Martin,0wN21rJOEwco6cmLjU1nFz,1.0,https://i.scdn.co/image/ab67616d0000b273afc435171d04f35ce5a27ce8,[]
The Congregation,Softly Whispering I Love You,2,64,10,1972,1972,1,Softly Whispering I Love You,The Congregation,4pSRThv7cIy0RPUY6iK4KJ,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273ecc35659be6298ed639d4b78,"['oldies', '70s', 'classic rock', 'One Hit Wonders', 'Beelloved']"
Gilbert O'sullivan,Get Down,253,1,1,1973,1973,17,Get Down,Gilbert O'Sullivan,1miZ3oLCcUpIUZdbPorw8W,1.000000202655792,https://i.scdn.co/image/ab67616d0000b27323de34570d51a7f45c244c7f,"['70s', 'pop', 'oldies', 'singer-songwriter', 'soft rock']"
Demis Roussos,"Goodbye, My Love, Goodbye",228,2,1,1973,1973,23,Goodbye My Love Goodbye,Demis Roussos,4FKSegHm6kkhhMk56menfa,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b2735c1727244f0789a4a5648465,"['Greek', 'Goobbye']"
Bernd Clüver,"Der kleine Prinz (Ein Engel, der Sehnsucht heißt)",206,3,1,1973,1973,14,"Der kleine Prinz (Ein Engel, der Sehnsucht heißt)",Bernd Clüver,2osGEsatZbdQXHmVYponKV,1.0,https://i.scdn.co/image/ab67616d0000b273512323fddfcb43f8abdf6d87,"['Deutsche Schlager', 'Schlager', 'Deutsche Oldies', 'Bernd Cluever', 'Das beste']"
Bernd Clüver,Der Junge mit der Mundharmonika,196,4,1,1973,1973,17,Der Junge mit der Mundharmonika ('94er Version),Bernd Clüver,5OzgLgIKGntgxS5dk8GltU,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27390ef095472fbb2f8f50a2c39,"['Schlager', 'deutscher schlager', '70s', 'deutsch', 'german']"
Les Humphries Singers,Mama Loo,190,5,1,1973,1973,18,Mama Loo,Les Humphries Singers,6J1tJB6mFHLDBhpSTK13PX,0.9999999821186064,https://i.scdn.co/image/ab67616d0000b273df3c0e9adb813c87bfd68d22,"['70s', 'oldies', 'pop', 'Mama Loo', 'classic rock']"
Suzi Quatro,Can The Can,186,6,1,1973,1973,15,Can the Can,Suzi Quatro,1zaiZAuhPkQfhhY9X2mTnn,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b273c371a114ce7bb6ef8df27731,"['70s', 'glam rock', 'classic rock', 'rock', 'female vocalists']"
Wum's Gesang (Loriot),Ich wünsch mir 'ne kleine Miezekatze,185,7,1,1972,1973,13,Ich wünsch' mir 'ne kleine Miezekatze,Wum's Gesang,3LE0oKAZ8PCHIHjrsZ5IRg,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2736bc55bed899fb4293ebcd246,
Sweet,Block Buster!,173,8,1,1973,1973,14,Block Buster,James Last,3LBYH2uZMJQ5dWFUaagYnw,0.7559670656919479,https://i.scdn.co/image/ab67616d0000b273463445d4ed533b36b4368828,"['classic rock', 'glam rock', '1970s']"
Sweet,Hell Raiser,157,9,1,1973,1973,14,Hell Raiser,Sweet,2snohc7oIYSoNa9bYOBhi6,1.0,https://i.scdn.co/image/ab67616d0000b27374fff682c3ec04d524837f86,"['glam rock', '70s', 'hard rock', 'rock', 'classic rock']"
Lobo,I'd Love You To Want Me,149,10,1,1973,1973,9,I'd Love You to Want Me,Lobo,71CXzHYYOyNqgtVFpNdeCS,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273bcfed2b555f5563dbd8b267b,"['70s', 'oldies', 'pop', 'lobo', 'Id Love you to Want me']"
Freddy Breck,Rote Rosen,124,11,2,1973,1973,13,Rote Rosen,Freddy Breck,6JgrTw5Ai42k2NHjrsfxow,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273cd2c4c7b10a1dcb23f2c2383,"['Schlager', 'Deutsche Schlager', 'Deutsche Oldies', 'Rote  Rosen  Freddy Breck', 'german']"
Medicine Head,One & One Is One,115,12,2,1973,1973,13,One And One Is One,Medicine Head,3bxeNacKQ3l8Sa0aVk4qI6,0.9464591264724732,https://i.scdn.co/image/ab67616d0000b273efd2633442d228d0eaf08432,"['70s pop', 'songs by bands with the suffix head']"
Sweet,Ballroom Blitz,115,13,1,1973,1973,12,Ballroom Blitz,Sweet,6k6j3ZUljY1QLTMbc8VqB0,1.0,https://i.scdn.co/image/ab67616d0000b273aaca298e6fc1b377b699572b,"['70s', 'glam rock', 'classic rock', 'rock', 'glam']"
