artists,title,points,pos,max_pos,year_released,year_charts,weeks_top10,title_spotify,artist_spotify,id_spotify,match_score,image,tags
Rocco Granata,Marina,334,1,1,1959,1960,22,Marina,Rocco Granata,3pFT1UfjSdKwjIS0tWg7ka,1.0,https://i.scdn.co/image/ab67616d0000b273ca6ba6d90b7ef36f2d8f717b,"['oldies', 'italian', 'Schlager', '60s', 'marina']"
Will Brandes,Marina,334,2,1,1959,1960,22,Marina,Will Brandes,7DhuyBx6lhsKs0N5FqFz5g,1.0,https://i.scdn.co/image/ab67616d0000b2738be0b2fd0f31cf5612b98372,['German Number 1']
Jan & Kjeld,Banjo Boy,329,3,1,1960,1960,30,Banjo Boy,Jan & Kjeld,5UAOItSabo5r4pZiMr43wK,1.0,https://i.scdn.co/image/ab67616d0000b2736bc55bed899fb4293ebcd246,"['Deutsche Oldies', 'Schlager', '60er Schlager', 'oldies', '50s']"
Heidi Brühl,Wir wollen niemals auseinandergeh'n,329,4,1,1960,1960,27,Wir wollen niemals auseinandergehen,Heidi Brühl,2k0ucOcFHNCWRUeorRn1Qc,0.9713963747024535,https://i.scdn.co/image/ab67616d0000b273ac751ef043c5000bfc04d45c,"['germany', 'Eurovision Song Contest', 'Eurovision', 'ESC', 'Deutsche Oldies']"
Freddy (Freddy Quinn),Unter fremden Sternen (fährt ein weißes Schiff nach Hongkong),238,5,2,1959,1960,22,Unter fremden Sternen,Freddy Quinn,3cDFCSfAj7phADcWcUrtew,0.9289135336875916,https://i.scdn.co/image/ab67616d0000b2737bc9d38fa4032e78dc6c5ad5,
Edith Piaf,Milord,232,6,1,1960,1960,21,Milord,Édith Piaf,18efeGygYyi4nx3haDMdAa,1.0,https://i.scdn.co/image/ab67616d0000b273956e46e66798e6d0d92e5985,"['french', 'chanson', 'edith piaf', '50s', 'chanson francaise']"
Dalida,Milord,232,7,1,1960,1960,21,Milord,Dalida,0NYVXYK6WbRazJbpRqyhw0,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273202dacef577f9f797f11aac6,"['Dalida', 'frans']"
Lolita,Seemann... (Deine Heimat ist das Meer),206,8,2,1960,1960,22,Seemann (Deine Heimat ist das Meer),Lolita,1XYyavorGNoH7GTF6eFA9q,1.0,https://i.scdn.co/image/ab67616d0000b273263ddb554a93af8c16524346,[]
Dutch Swing College Band,Milord,180,9,1,1960,1960,13,Milord,Dutch Swing College Band,59wXerASd7ZhpwcQaW36IV,1.0,https://i.scdn.co/image/ab67616d0000b27332a774f70053f4c9ce269509,['dutch swing']
Ted Herold,Moonlight,161,10,1,1960,1960,22,Moonlight,Ted Herold,2AC6dz3qZ8U5H9PklHZdia,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b27305f04a18cc8e2b6166719faa,"['Deutsche Oldies', 'Schlager', 'oldies', 'moonligth', '60s']"
Elvis Presley,O Sole Mio (It's Now Or Never),160,11,2,1960,1960,13,O Sole Mio,Melania,4nxYa1YXV4zhrBkRGxU6vF,0.795289134979248,https://i.scdn.co/image/ab67616d0000b273c44962ce51e2f7510e0f123b,[]
Guy Mitchell,Heartaches By The Number,159,12,2,1960,1960,17,Heartaches By The Number,Guy Mitchell,0mmveflIg5uKskiCOdRV3e,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b2736725dc44a95d1ab582d32e5b,"['oldies', '50s', 'country', 'Guy Mitchell - Heartaches By The Number', '60s']"
Peter Alexander,Ich zähle täglich meine Sorgen,159,13,2,1960,1960,17,Ich zähle täglich meine Sorgen,Peter Alexander,1p6U888mXdD4QWnTdyDyFg,1.0,https://i.scdn.co/image/ab67616d0000b2734ed44270433cc48989317a70,"['peter alexander', 'Schlager', '60er Schlager', 'Deutsche Schlager', 'Ich zaehle taeglich meine Sorgen']"
Vico Torriani,Kalkutta liegt am Ganges,151,14,2,1960,1960,17,Kalkutta liegt am Ganges,Vico Torriani,2EGbEcF7lPri9bY6PU3bxa,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2731e78a8340fe16fc1d906f0b2,"['Schlager', 'oldies', 'Deutsche Oldies', 'Kalkutta liegt am Ganges', 'german']"
Caterina Valente,Ein Schiff wird kommen (Hafen von Piräus),144,15,1,1960,1960,8,Ein Schiff Wird Kommen (Hafen von Piräus),Caterina Valente,2p15V7Mdm6gQFqOqs5thxc,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27385d2e8043e149ba027b97c77,['German Number 1']
Melina Mercouri,Ein Schiff wird kommen,144,16,1,1960,1960,8,Ein Schiff wird kommen,Melina Mercouri,1lHCjwpdfi10DfDUH6eqaJ,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273bce8edabeaf5b30435a1df33,"['melina mercouri', 'Greek Music', 'Deutsche Oldies', 'supercoool', 'childrens of pireus']"
Lale Andersen,Ein Schiff wird kommen,144,17,1,1960,1960,8,Ein Schiff wird kommen,Lale Andersen,4jllSZTfLEJDqvwYv6Crrk,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273e4a12c861000ffc27fc44aa0,"['Deutsche Oldies', 'Schlager', '40er Schlager', 'Deutsche Schlager', 'schoene Schlager']"
Billy Vaughn and his Orchestra,Morgen,139,18,2,1959,1960,13,Morgen,Billy Vaughn,4Jp7P9wNJA5CrwfjGLWP1w,0.9364141404628752,https://i.scdn.co/image/ab67616d0000b273c45b72ad8657dfa2b4e3bbd5,[]
Ivo Robic,Morgen,139,19,2,1959,1960,13,Morgen,Ivo Robic,300ILQq8rRM8VL86jwdNA3,0.999999964237213,https://i.scdn.co/image/ab67616d0000b273962cf84f9118f01ec6140b77,"['Schlager', 'Deutsche Oldies', 'oldies', 'ivo robic', 'Morgen']"
Leo Leandros,Mustafa,133,20,2,1960,1960,13,Mustafa,Leo Leandros,06kOibe9InO7KKIoNVGCiG,1.0,https://i.scdn.co/image/ab67616d0000b2738ce55eaf407abe1853fc5f35,"['60s', 'party', 'best', 'Sommer', 'nicole']"
Jolly Sisters,Everybody's Somebody's Fool,131,21,3,1960,1960,13,Everybody's Somebody's Fool,Connie Francis,1qC8zQRrdkZCwzQ5N4ECoD,0.7693295270204544,https://i.scdn.co/image/ab67616d0000b273c9a04e077308f223269e240f,
Connie Francis,Die Liebe ist ein seltsames Spiel,131,22,3,1960,1960,13,Die Liebe ist ein seltsames Spiel,Connie Francis,1KJzHI1ZSBr3p7rE6s71oy,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2730b9d30c9e7ac927c1bea4853,"['Schlager', 'connie francis', 'oldie', 'german oldies', 'german']"
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,130,23,1,1960,1960,13,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,20QM03EHCZf3nAPWvg5mJe,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273e79e8177c20cf7ceeee3d429,"['oldies', '60s', 'pop', 'Happy songs', 'favorites']"
Club Honolulu (Caterina Valente & Silvio Francesco),Itsy Bitsy Teenie Weenie Honolulu-Strand-Bikini,130,24,1,1960,1960,13,Itsy Bitsy Teenie Weenie Honolulu Strand-Bikini,Club Honolulu,0EMcrDToBWtzReSzzpxYoP,0.9679663062095644,https://i.scdn.co/image/ab67616d0000b273e3261b8e4ad36e08ef4e8e27,[]
Johnny & The Hurricanes,Red River Rock,124,25,3,1959,1960,22,Red River Rock,Johnny & The Hurricanes,0JDBPmYDXsZfXttqVYSEXV,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b27334006b204580f0b71b57f5cb,"['instrumental', 'oldies', '50s', 'rock n roll', '60s']"
Gerd Böttcher,Ich komme wieder,120,26,2,1960,1960,8,Ich komme wieder,Gerd Böttcher,3GvhsGxrOS4wSVsL5blcCu,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273448b9f15e990569e07d61bda,"['60s', 'oldies', 'schlageroldies']"
Freddy (Freddy Quinn),Melodie der Nacht,116,27,4,1960,1960,17,Melodie der Nacht,Freddy Quinn,5v6mF7EfcsiMgwMEKeUz4E,0.9289135336875916,https://i.scdn.co/image/ab67616d0000b273fabdc7711570846b046ac1f3,
Marianne Vasel & Marianne Opitz & Erich Storz,Hohe Tannen,113,28,6,1960,1960,26,Hohe Tannen,"Marianne Opitz, Marianne Vasel, Erich Storz",0jeB7T4I7ZGuwRNfmJaiHG,0.9994378209114074,https://i.scdn.co/image/ab67616d0000b273cb9f0a0debe75d63e0a8c98b,[]
Das Hellberg-Duo,Hohe Tannen (Das Rübezahllied),113,29,6,1960,1960,26,Hohe Tannen,Das Hellberg-Duo,7cgIMK7vBVimfmcWx44VG2,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273d640e665fb5b55a6f22b9b59,[]
Rene Carol,Kein Land kann schöner sein,108,30,3,1960,1960,14,Kein Land kann schöner sein,René Carol,5gAkdpfCOYEgt1QPSQ79fC,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2733bd5bd5208f6b34d6179b2fa,"['Schlager', 'schlageroldies', 'Rene Carol', 'kein land kann schoener sein']"
Jimmy Makulis,Gitarren klingen leise durch die Nacht,102,31,4,1959,1960,17,Gitarren klingen leise durch die Nacht,Jimmy Makulis,2Rdisul7yRhIqo7mxjCAbx,0.9999999582767488,https://i.scdn.co/image/ab67616d0000b273303c3d547bfb07ab31db6df4,"['Schlager', 'Deutsche Oldies', 'deutsch', 'romantic', 'deutscher schlager']"
Jack Terry,Marina,100,32,2,1960,1960,9,Marina,Jack Terry,27vNbXruZfcFDRucTBiECO,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273cb9f0a0debe75d63e0a8c98b,[]
Die Honey Twins,Banjo Boy,90,33,1,1960,1960,5,Banjo Boy,Honey Twins,4fsl88GrU2nW16ov5y2vKg,0.9551569700241088,https://i.scdn.co/image/ab67616d0000b2731d3ff6e3dd4f4c10591408c2,[]
Hazy Osterwald-Sextett,Kriminal-Tango,72,34,4,1959,1960,9,Kriminal-Tango,Hazy Osterwald Sextet,42OCCvoq6owURe6bWyigqK,0.9365403294563291,https://i.scdn.co/image/ab67616d0000b2735609c033ffef6381946022da,"['Deutsche Oldies', 'Schlager', 'Deutsche Schlager', '50s', '50er Schlager']"
Ralf Bendix,Kriminal-Tango,72,35,4,1959,1960,9,Kriminal-Tango,Ralf Bendix,2FUTbwCeytKBfghBrlWF3C,1.0000000715255737,https://i.scdn.co/image/ab67616d0000b2733622e91b8f0c02ef7f845147,[]
Peter Kraus (Rex Gildo),Va Bene,64,36,6,1960,1960,13,Va Bene,Peter Kraus,2NrzdMtkyBNHw2ggdFrkJO,1.0,https://i.scdn.co/image/ab67616d0000b273628b8846f0ab0808e3d108a8,
Ivo Robic,Muli-Song,57,37,7,1960,1960,13,Muli-Song,Ivo Robic,49UjQpAoWCfoqrfvQFIGPU,1.000000047683716,https://i.scdn.co/image/ab67616d0000b273a00c94cc1cf7416aee767ad2,[]
Papa Bue's Viking Jazzband,"Schlafe, mein Prinzchen",56,38,8,1960,1960,17,Schlafe Mein Prinzchen,Papa Bue's Viking Jazzband,0SwvN8SQBx728qJDqjByPl,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2739422e2e1447cf4b23441ff07,[]
Corry Brokken,Milord,52,39,5,1960,1960,8,Milord,Corry Brokken,0rxn7fS0WHPoNR1i07Wqch,1.0,https://i.scdn.co/image/ab67616d0000b273e1a5fff4ae4d4e32afbd1370,"['Eurovision Song Contest', 'Nederlandstalig']"
Bill Ramsey,"Souvenirs, Souvenirs",51,40,5,1959,1960,13,Souvenirs,Bill Ramsey,4nAWtfiTcpzQKkrWRghjbA,0.9795600235462188,https://i.scdn.co/image/ab67616d0000b2737a6f3a3f5766af737502d96e,"['Schlager', 'Deutsche Oldies', 'nostalgie', 'oldies', 'perlen deutschsprachiger popmusik']"
Peter Kraus,Tiger,48,41,8,1959,1960,13,Tiger,Peter Kraus,5qGtKbvIBp8iT6L6Fmdqcf,1.0,https://i.scdn.co/image/ab67616d0000b27347cc090a91caa59d984edad9,"['Rock and Roll', 'german oldies', 'Holdies']"
Friedel Hensch & Die Cypris,Red River Rock (Komm zurück in das Tal meiner Träume),42,42,4,1960,1960,9,Red River Rock,Johnny & The Hurricanes,7EM1CeaWPjCdVY1vO0KiO4,0.7245599530637263,https://i.scdn.co/image/ab67616d0000b27388fb8243642478bf4b7a0400,
Ralf Paulsen,Tränen in deinen Augen,40,43,7,1959,1960,8,Tränen in deinen Augen (Chi Chi),Ralf Paulsen,6Vs7jSHLTIkIKTd2srR85w,1.0,https://i.scdn.co/image/ab67616d0000b273c3b9421f985a6240b6f6f05f,
John Buck & His Blazers,Chi Chi,40,44,7,1959,1960,8,Chi Chi,"John Buck, The Blazers",0LKb9nZk4ir2p5CNVtrdAU,0.9913574576377868,https://i.scdn.co/image/ab67616d0000b2735c3c807b655b55bb47438f26,"['oldies', 'the best']"
Wolfgang Sauer,Wenn die Glocken hell erklingen,37,45,7,1959,1960,9,Wenn die Glocken hell erklingen,Wolfgang Sauer,6HA4HxtOe5sUNCKBkUVxcB,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273648af7e876707366d5fdbe45,['1959']
Lys Assia,Wenn die Glocken hell erklingen,37,46,7,1959,1960,9,Wenn die Glocken hell erklingen,Lys Assia,4fgwU6Bt3lWTTWSJcM3oZ1,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273c87a09bee13003eb52ebea09,"['60s', 'Schlager', 'schlageroldies']"
Freddy (Freddy Quinn),Weit ist der Weg,32,47,4,1960,1960,4,Weit ist der Weg,Freddy,65wjQcDPuIcpRq5twNaZmJ,0.9999999582767488,https://i.scdn.co/image/ab67616d0000b273d11ee1eb7f6408797ede7d66,
Freddy (Freddy Quinn),Irgendwann gibt's ein Wiedersehen,30,48,7,1960,1960,9,Irgendwann gibt's ein Wiedersehen,Freddy Quinn,6gw1LJthPt5zqItXwvFPJ7,0.9289134502410888,https://i.scdn.co/image/ab67616d0000b2737bc9d38fa4032e78dc6c5ad5,
Bruno Majcherek & The Regento Stars,Leila,25,49,7,1960,1960,5,Leila,"Gus Vali, Παραδοσιακό",0WoHuPbPfxgVRZOSTxlCXh,0.8100840896368027,https://i.scdn.co/image/ab67616d0000b2736a78131393830a3606d62391,[]
Bobbejaan und seine Gitarre,Ich steh' an der Bar und habe kein Geld,20,50,9,1960,1960,8,Ich steh' an der Bar und habe kein Geld,Bobbejaan & seine Gitarre,1w3FqjAeifIZZ8aIfvRAnw,0.9856532335281372,https://i.scdn.co/image/ab67616d0000b273cff6eb2e57910912138a589d,[]
Detlef Engel,Mister Blue,20,51,7,1960,1960,4,Mister Blue,Detlef Engel,7rLIVz5bKpVpMNiDs5U9QR,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b2739df8be8f7c3d990359e39dea,[]
Conny (Conny Froboess),Midi-Midinette,18,52,10,1960,1960,9,Midi-Midinette,Conny Froboess,2qUlAIxH52h49cE76yzuFt,0.9028912782669068,https://i.scdn.co/image/ab67616d0000b273ce882dddc9ad55dec864f28e,
Willy Hagara,Freunde fürs Leben,16,53,8,1960,1960,4,Freunde fürs Leben,Willy Hagara,5QIMvKsuj8yrCywMoYPE6S,0.999999874830246,https://i.scdn.co/image/ab67616d0000b2734f6bb47dd19d906e177810d9,[]
Lou van Burg,Freunde fürs Leben,16,54,8,1960,1960,4,Freunde fürs Leben (Down by the Riverside),Lou Van Burg,1FBmwRfrWy2fl5ulzfvvGd,0.999999874830246,https://i.scdn.co/image/ab67616d0000b273723d13c948564abe734b6eed,"['schlageroldies', '1960', 'Deutsche Oldies']"
Eichner-Duo,Der alte Lumpensammler,15,55,9,1959,1960,5,Der alte Lumpensammler,Eichner-Duo,4Ts4IW0UfuiOclOQgrmhuJ,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b2734e7a4203028949bf24d39ad1,[]
Caterina Valente,Einen Ring mit zwei blutroten Steinen,12,56,9,1960,1960,4,Einen Ring Mit Zwei Blutroten Steinen,Caterina Valente,5e5Npa8hMN0OaBqUw2U07Q,1.0,https://i.scdn.co/image/ab67616d0000b27385d2e8043e149ba027b97c77,"['Deutsche Schlager', '4 of 10 stars', 'schlageroldies']"
Laurie London,Bum-Ladda-Bum-Bum,8,57,10,1960,1960,4,Bum-Ladda-Bum-Bum,Laurie London,7Bp1eIkF5E6bQXiL2X5PQ6,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b27393d07f011c49b10a80a67f22,[]
Blue Diamonds,Ramona,306,1,1,1960,1961,22,Ramona (Deutsche Version),Blue Diamonds,5sWYRDnOMhj9BuwKMhuLTY,1.0,https://i.scdn.co/image/ab67616d0000b273a3034ed93c2b7900ce3d8efa,"['oldies', 'Schlager', '60s', 'easy listening', 'male vocalists']"
Billy Vaughn and his Orchestra,Wheels,294,2,1,1961,1961,17,Wheels,"Billy Vaughn, His Orchestra",76dNo45EVwaehlTZDXqLDH,0.9999999940395354,https://i.scdn.co/image/ab67616d0000b2736e9dd9be8ca56d180d8a4b77,
Ralf Bendix & Klein-Elisabeth,Babysitter Boogie,267,3,1,1961,1961,17,Babysitter Boogie,Ralph Bendix,5zwMJjAyh3T2i3WibV3yBq,0.854261827468872,https://i.scdn.co/image/ab67616d0000b273dfe5dccb8ce09fb6ef03d13c,
Buzz Clifford,Babysitter-Boogie (Baby Sittin' Boogie),267,4,1,1961,1961,17,Babysitter-Boogie,The Schlagerflowers,0NRtLuKii0iXANo98PIRZ2,0.7684686139225959,https://i.scdn.co/image/ab67616d0000b2731fc8989bcff7998b157a48fa,[]
Trio Kolenka,"Vier Schimmel, ein Wagen (Hüh-A-Hoh)",266,5,1,1961,1961,17,"Hüh-a-Hoh Vier Schimmel, ein Wagen",Trio Kolenka,42QaV7vyKjx1XBI8PbSc0f,0.9525974631309508,https://i.scdn.co/image/ab67616d0000b273912427b650befed2b14541cd,[]
String-A-Longs,Wheels,222,6,1,1961,1961,13,Wheels,The String-A-Longs,5dbScGWFlu1KMXKpmF2QDB,0.983034771680832,https://i.scdn.co/image/ab67616d0000b273d5aa6590d053d770e5a4718d,"['instrumental', 'guitar', '60s', 'pop', 'easy listening']"
The Drifters,Save The Last Dance For Me,215,7,2,1961,1961,17,Save the Last Dance for Me,The Drifters,391TUcoPonqYykPkSZ5Z9U,1.0,https://i.scdn.co/image/ab67616d0000b273d6c8814abab49d72189678a5,"['oldies', '60s', 'soul', 'doo wop', 'queer as folk']"
Ivo Robic,Mit 17 fängt das Leben erst an,215,8,2,1961,1961,17,Mit 17 fängt das Leben erst an (Save The Last Dance For Me),Ivo Robic,65tomV0eb9z1PYs44zvtLq,0.999999964237213,https://i.scdn.co/image/ab67616d0000b273a00c94cc1cf7416aee767ad2,"['Schlager', 'Deutsche Oldies', 'Mit 17 faengt das Leben erst an', '60s', 'deutschsprachig']"
Gus Backus,Der Mann im Mond,186,9,1,1961,1961,17,Der Mann im Mond,Gus Backus,6xkcirvWdsf2E9TYSp3Yni,0.999999964237213,https://i.scdn.co/image/ab67616d0000b27349c8ae63a04ef32a5ec1ef1a,"['Schlager', 'Deutsche Oldies', 'deutsch', '60s', 'german']"
Nana Mouskouri,Weiße Rosen aus Athen,184,10,1,1961,1961,13,Weiße Rosen aus Athen,Nana Mouskouri,1dhjer579Kbkv1WAb8kZP5,1.0,https://i.scdn.co/image/ab67616d0000b273a7695d32c1b35fc41443d946,"['Schlager', 'oldies', '60s', 'female artists', 'Deutsche Schlager']"
Silvio Francesco und seine Guitar Group,"Hello, Mary-Lou!",183,11,2,1961,1961,21,"Hello, Mary-Lou",Silvio Francesco,3GAOYldj89fAoxpsnqqjtk,0.8884322226047515,https://i.scdn.co/image/ab67616d0000b27391ca8f0a70e8a1edf03c15d4,
Die Ricky Boys,"Hello, Mary-Lou",183,12,2,1961,1961,21,"Hello, Mary-Lou",Ricky Boys feat. Peter Beil,3ubrEXhyP4cLL8g3IdFvDC,0.908244913816452,https://i.scdn.co/image/ab67616d0000b2739d7ba55b8d5e761720a7d400,[]
Jan & Kjeld,"Hello, Mary Lou",183,13,2,1961,1961,21,"Hello, Mary Lou",Jan & Kjeld,5r7wq1GM8AjvRirPHDesVy,1.0,https://i.scdn.co/image/ab67616d0000b273543e1f155aabc655957da9a3,['Deutsche Oldies']
Caterina Valente,Ein Schiff wird kommen (Hafen von Piräus),178,14,1,1960,1961,13,Ein Schiff Wird Kommen (Hafen von Piräus),Caterina Valente,2p15V7Mdm6gQFqOqs5thxc,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27385d2e8043e149ba027b97c77,['German Number 1']
Melina Mercouri,Ein Schiff wird kommen,178,15,1,1960,1961,13,Ein Schiff wird kommen,Melina Mercouri,1lHCjwpdfi10DfDUH6eqaJ,1.0000000655651091,https://i.scdn.co/image/ab67616d0000b273bce8edabeaf5b30435a1df33,"['melina mercouri', 'Greek Music', 'Deutsche Oldies', 'supercoool', 'childrens of pireus']"
Lale Andersen,Ein Schiff wird kommen,178,16,1,1960,1961,13,Ein Schiff wird kommen,Lale Andersen,4jllSZTfLEJDqvwYv6Crrk,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273e4a12c861000ffc27fc44aa0,"['Deutsche Oldies', 'Schlager', '40er Schlager', 'Deutsche Schlager', 'schoene Schlager']"
Freddy (Freddy Quinn),La Paloma,176,17,1,1961,1961,17,La Paloma,Freddy Quinn,4Rl9e7CD7Gj7cfTWRS2HIr,0.9289135336875916,https://i.scdn.co/image/ab67616d0000b273930c8dd0203987fcfd74bd16,
Ricky Nelson,Hello Mary Lou,175,18,2,1961,1961,17,Hello Mary Lou,Ricky Nelson,0YOasUp8fxPk3FXEa3fZ9z,1.0,https://i.scdn.co/image/ab67616d0000b273e8e386154ad8315823340cdd,"['oldies', '60s', 'rockabilly', 'rock n roll', 'pop']"
Connie Francis,Schöner fremder Mann (Someone Else's Guy),151,19,3,1961,1961,18,Schöner fremder Mann,Connie Francis,6jhNnyDMpxD8xCBATr9CuM,1.0,https://i.scdn.co/image/ab67616d0000b273a37b6d0998377f192b1cdf43,
Gus Backus,Wooden Heart (Muss I denn zum Städtele hinaus),147,20,2,1961,1961,13,Wooden Heart (Muss i denn zum Städtele hinaus),Gus Backus,0DKpDGt6S4RwT3IxlWW58I,1.000000047683716,https://i.scdn.co/image/ab67616d0000b273b8f4f63cc79bffcb6ef603c9,"['Deutsche Oldies', 'gus backus', 'wooden hart']"
Elvis Presley,Wooden Heart,147,21,2,1961,1961,13,Wooden Heart,Elvis Presley,5QWQ9ChSbNDTSx1iZp961C,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273a0b8a1ce10fddbba6879262e,"['60s', 'oldies', 'Elvis Presley', 'rock', 'Rock  Roll']"
Los 'Pepito' Machucambos,Pepito,138,22,2,1961,1961,13,Pepito,Los Machucambos,4uyZelxU8nHtF6wtWE3rDx,0.9647970795631408,https://i.scdn.co/image/ab67616d0000b273c3a8d82d6054353106169810,
Blue Diamonds,Wie damals in Paris,132,23,3,1961,1961,13,Wie damals in Paris,The Blue Diamonds,5k69HnmzaaWP7dRRHG1LiF,0.9864936232566832,https://i.scdn.co/image/ab67616d0000b273ac1fc6945d18fc0badb2ad69,"['60s', 'Schlager', 'Tyskt', 'schlageroldies']"
Peter Beil,"Corinna, Corinna",89,24,6,1961,1961,17,"Corinna, Corinna",Peter Beil,6Zjh3XRsndoiTBISlKW9Rp,0.9999999940395354,https://i.scdn.co/image/ab67616d0000b273146cead2976f91d6e01fa16c,"['Deutsche Oldies', 'Deutsche Schlager', 'Schlager', 'oldies', 'german']"
Ray Peterson,"Corinna, Corinna",89,25,6,1961,1961,17,"Corinna, Corinna",Ray Peterson,60m7GuCqbvRVqzNuJa9q7M,0.9999999582767488,https://i.scdn.co/image/ab67616d0000b273c1d1776f92a0ece6526bf328,"['60s', 'oldies', 'male vocals', 'pop', '60s Gold']"
Wyn Hoop,Bist du einsam heut' Nacht,84,26,4,1961,1961,13,Bist du einsam heut Nacht,Peter Alexander,63L5cnCKgWm9eO5LMUX3Lq,0.7534763857722282,https://i.scdn.co/image/ab67616d0000b273cb9f0a0debe75d63e0a8c98b,[]
Peter Alexander,Bist du einsam heut' Nacht,84,27,4,1961,1961,13,Bist du einsam heut Nacht,Peter Alexander,3W9Kc7upw8ElSG8bdrh8MN,1.0,https://i.scdn.co/image/ab67616d0000b273b5262bad50c41baa467f819d,"['Schlager', 'deutsch', 'german', 'deutscher schlager', '60s']"
Elvis Presley,Are You Lonesome To-Night?,84,28,4,1961,1961,13,Are You Lonesome Tonight?,Elvis Presley,4xUqqie4bBKufHtlMuZS3k,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b27352cbfb62c42adc19d5637843,[]
Bill Ramsey,Zuckerpuppe (aus der Bauchtanz-Truppe),83,29,5,1961,1961,13,Zuckerpuppe (Aus der Bauchtanz-Truppe),Bill Ramsey,6LS2Di4Qf8hBUPxk5HZFgo,1.0000001192092896,https://i.scdn.co/image/ab67616d0000b273b2127401bc43dcdd3371f43f,['Schlager']
Rene Kollo,"Hello, Mary-Lou",83,30,2,1961,1961,9,"Hello, Mary-Lou",René Kollo,4tOjtvK8kkYvSHoPLbVpSh,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b2738a17307b748f0a3f391ad749,
Gus Backus,Da sprach der alte Häuptling der Indianer,83,31,3,1961,1961,9,Da sprach der alte Häuptling der Indianer,Gus Backus,78zcdQcc63E0UW5NmDfuJ4,1.000000047683716,https://i.scdn.co/image/ab67616d0000b2738544a00ac0f58a4bb4bbb776,"['60er Schlager', 'oldies', 'german', '50er Schlager', 'Schlager']"
Willy Hagara,Pepe,76,32,3,1961,1961,9,Pepe,Willy Hagara,6v7Qb0Nb5g2LxFO0FPaNWM,1.0,https://i.scdn.co/image/ab67616d0000b2734432c38d7d01ba2f4a2ffab6,"['60s', 'deutsch', 'deutschsprachig', '1961', '20th Century']"
Jörgen Ingmann,Pepe,76,33,3,1961,1961,9,Pepe,Jørgen Ingmann,2NWVFmPpIxTCeU2pRZoMpl,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b2735bb4281691bc7fdd1725c527,[]
Dalida,Pepe,76,34,3,1961,1961,9,Pepe,Dalida,4L8qTLanM0k5MNV4mVxqRV,1.0000000357627867,https://i.scdn.co/image/ab67616d0000b273ddd5b224b570ae70c8ca7f20,['Dalida']
Caterina Valente,Pepe,76,35,3,1961,1961,9,Pepe,Caterina Valente,2aSYeArl8J0HnqX8pTAxkZ,1.0,https://i.scdn.co/image/ab67616d0000b2732cba7d1f0f3716d35c2984d0,"['schlageroldies', 'oldie', 'party', 'best', 'perlen deutschsprachiger popmusik']"
Gerhard Wendland,Tanze mit mir in den Morgen (Mitternachts-Tango),76,36,2,1961,1961,8,Tanze mit mir in den Morgen (Mitternachts-Tango),Gerhard Wendland,16UieEKoUq7xphJ9keJ8I4,1.0000000834465026,https://i.scdn.co/image/ab67616d0000b273b2d5a746ef3ca9433ad24dc3,"['oldies', 'Schlager', '60s', 'deutsch', 'Deutsche Schlager']"
Siw Malmkvist,Danke für die Blumen,72,37,4,1961,1961,9,Danke Für Die Blumen,Siw Malmkvist,6xLuL2asrlBoy2odCvbqOi,1.0000001668930054,https://i.scdn.co/image/ab67616d0000b27383c00a16c9a8c8eeea9d6593,['best']
Die Continentals,Hüh-A-Hoh,72,38,1,1961,1961,4,Hu-Ha-Halloween,"Simone Sommerland, Karsten Glück, Die Kita-Frösche",1XhRM4XeEdAtog0iBKD8kq,0.4181349396705627,https://i.scdn.co/image/ab67616d0000b273fc721020a4502c9293b153a2,
